gender,birth_year,education_stage,work_mode,device_usage_type,daily_screen_time,social_media_hours,doomscrolling_duration,late_night_device_usage,notification_count,smartphone_unlocks,app_switch_frequency,concentration_score,distraction_frequency,focus_sessions,deep_work_hours,task_completion_rate,sleep_hours,sleep_quality,motivation_level,emotional_exhaustion,stress_level,mental_fatigue,DE01_indicator_score,DE02_indicator_score,DE04_indicator_score,DE05_indicator_score,PS02_indicator_score,CP03_indicator_score,CP02_indicator_score,CP04_indicator_score,SR01_indicator_score,SR05_indicator_score,PS03_indicator_score,PS04_indicator_score,psychological_symptoms_score,digital_exposure_score,cognitive_performance_score,sleep_and_recovery_score,digital_burnout_score,dbi_level
Nam,2009 - 2012,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",4,0,0,3,0,1,3,4,1,0,2,1,1,10,6,5,2,3,1.0,0.5,0.16666666666666666,1.0,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666667,0.75,0.0,0.625,0.5,0.14729519218771867,0.2563478708486692,0.10257518802014029,0.06374940199240522,0.5699676530489334,Low Risk
Nữ,2006 - 2008,Vừa học vừa đi làm / thực tập,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",2,3,3,3,1,0,1,7,1,2,2,3,1,7,5,1,1,5,0.5,0.6666666666666666,0.16666666666666666,1.0,0.75,0.3333333333333333,0.33333333333333337,0.0,0.75,0.3333333333333335,0.0,1.0,0.12579581733004205,0.19566810303816734,0.0517756553208533,0.07404537676402732,0.44728495245309,Low Risk
Nữ,2000 - 2002,Khác,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,0,1,2,3,0,3,0,9,2,0,3,3,2,6,7,5,5,1,0.0,0.16666666666666666,0.5,1.0,0.5,0.5925925925925926,0.0,0.0,0.5,0.4444444444444444,1.0,0.0,0.2744572393147832,0.13567354801226733,0.05221725723130014,0.05622756769043295,0.5185756122487837,Low Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,3,3,4,1,1,3,3,8,0,3,2,3,3,5,5,3,4,4,0.75,1.0,0.6666666666666666,0.3333333333333333,1.0,0.07407407407407411,0.33333333333333337,0.0,0.25,0.5555555555555556,0.625,0.75,0.2817259995781878,0.20818733287288388,0.02893060528215949,0.038409758616838575,0.5572536963500697,Low Risk
Nữ,2000 - 2002,Khác,Hoàn toàn online / remote,"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,1,3,0,0,2,2,9,2,1,0,1,0,8,5,5,5,2,0.75,0.5,0.3333333333333333,0.0,0.75,0.48148148148148157,1.0,0.6666666666666667,1.0,0.22222222222222232,1.0,0.25,0.31382787465175205,0.13748565747229263,0.13106419139185294,0.09186318583762171,0.6742409093535193,Medium Risk
Nam,2009 - 2012,Khác,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,1,0,4,0,0,0,0,1,3,2,3,1,1,3,3,5,4,1,0.25,0.0,0.0,0.0,1.0,0.7777777777777778,0.0,0.6666666666666667,0.75,0.7777777777777778,0.875,0.0,0.31144521344056053,0.03303287172712965,0.0899624756227621,0.08777334312619012,0.5222139039166425,Low Risk
Nữ,2000 - 2002,Đã đi làm toàn thời gian,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,1,2,1,2,3,3,6,1,3,3,2,4,3,4,3,5,3,0.75,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.5,0.25925925925925924,0.0,0.33333333333333337,0.0,0.7777777777777778,0.75,0.5,0.23705411413327504,0.20852993926518484,0.033558712792034144,0.0240239411337849,0.5031667073242789,Low Risk
Nam,1997 - 1999,Vừa học vừa đi làm / thực tập,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",2,1,2,3,2,1,1,8,3,3,2,2,0,4,10,4,4,2,0.5,0.3333333333333333,0.5,1.0,0.5,0.40740740740740744,0.33333333333333337,0.33333333333333337,1.0,0.6666666666666667,0.75,0.25,0.22937020281413958,0.207125267110284,0.06901647522810615,0.1055911521997845,0.6111030973523143,Low Risk
Nữ,2009 - 2012,Freelancer / tự kinh doanh,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",2,0,3,3,1,3,1,3,2,1,1,0,3,5,2,1,4,2,0.5,0.16666666666666666,0.6666666666666666,1.0,0.75,0.7037037037037037,0.6666666666666667,1.0,0.25,0.5555555555555556,0.375,0.25,0.18190050510230435,0.21285384914634237,0.13895587747868388,0.038409758616838575,0.5721199903441692,Low Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn online / remote,Cân bằng cả học lẫn giải trí,1,3,2,1,0,0,0,3,1,2,1,1,3,9,10,3,5,1,0.25,0.5,0.0,0.3333333333333333,0.5,0.48148148148148157,0.6666666666666667,0.6666666666666667,0.25,0.11111111111111116,0.75,0.0,0.22168629149500413,0.0815054317680894,0.10866074326360597,0.024681792254675778,0.43653425878137525,Low Risk
Nữ,2009 - 2012,Học sinh THPT,Hoàn toàn online / remote,"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",1,1,4,1,0,3,1,10,1,0,2,0,3,10,9,4,3,1,0.25,0.3333333333333333,0.5,0.3333333333333333,1.0,0.4444444444444444,0.33333333333333337,1.0,0.25,0.0,0.625,0.0,0.25867426562078144,0.10946312916377925,0.09370737931174308,0.021249800664135076,0.4830945747604388,Low Risk
Nữ,2009 - 2012,Đã đi làm toàn thời gian,Hoàn toàn online / remote,Cân bằng cả học lẫn giải trí,1,2,1,3,2,0,2,10,3,3,0,1,2,2,6,2,3,3,0.25,0.6666666666666666,0.3333333333333333,1.0,0.25,0.3333333333333333,1.0,0.6666666666666667,0.5,0.8888888888888888,0.375,0.5,0.12621096838577298,0.17374978899085344,0.1180098770840279,0.06995553405259575,0.48792616851325005,Low Risk
Nữ,2009 - 2012,Sinh viên đại học / cao đẳng (năm 3-4+),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,1,3,1,3,0,3,1,10,3,1,2,1,0,9,10,3,5,3,0.25,0.6666666666666666,0.5,1.0,0.25,0.5555555555555556,0.33333333333333337,0.6666666666666667,1.0,0.11111111111111116,0.75,0.5,0.20536739011544164,0.1848643466706692,0.09278445228927151,0.088431194247081,0.5714473833224634,Low Risk
Nam,2000 - 2002,Khác,Hoàn toàn online / remote,Cân bằng cả học lẫn giải trí,0,2,2,2,0,1,0,9,1,1,0,1,0,3,2,3,1,4,0.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.5,0.3703703703703704,1.0,0.6666666666666667,1.0,0.7777777777777778,0.25,0.75,0.1391961298128523,0.08651577518670568,0.12127345566098416,0.10902314379032521,0.45600850445086727,Low Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn online / remote,Cân bằng cả học lẫn giải trí,0,0,1,1,0,1,1,3,1,1,1,1,1,3,4,4,4,5,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.25,0.5925925925925927,0.6666666666666667,0.6666666666666667,0.75,0.7777777777777778,0.75,1.0,0.22073521275371252,0.04881516643326071,0.11845147899447475,0.08777334312619012,0.47577520130763806,Low Risk
Nam,2000 - 2002,Học sinh THPT,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,1,3,1,3,2,0,7,1,1,2,2,0,7,7,4,3,1,0.75,0.16666666666666666,0.8333333333333333,0.3333333333333333,0.75,0.4444444444444445,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333335,0.625,0.0,0.226987541602948,0.19237201233391263,0.07228005380506242,0.0952951774281624,0.5869347851700855,Low Risk
Nữ,2009 - 2012,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn online / remote,Cân bằng cả học lẫn giải trí,3,2,4,3,1,3,3,1,3,3,2,3,1,8,3,2,5,1,0.75,0.8333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.33333333333333337,0.0,0.75,0.22222222222222232,0.625,0.0,0.25867426562078144,0.2674306234485016,0.08114786251345962,0.07061338517348663,0.6778661367562292,Medium Risk
Nam,2009 - 2012,Freelancer / tự kinh doanh,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,2,2,0,1,1,8,3,0,2,0,2,8,10,3,3,5,0.75,0.5,0.16666666666666666,0.6666666666666666,0.5,0.7407407407407408,0.33333333333333337,1.0,0.5,0.22222222222222232,0.5,1.0,0.19965098895176683,0.191000366011852,0.11981600792739315,0.049363584509351556,0.5598309474003634,Low Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn online / remote,"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,1,1,3,1,2,1,1,3,0,1,3,2,6,10,3,5,1,0.75,0.3333333333333333,0.5,1.0,0.25,1.0,0.6666666666666667,0.0,0.5,0.4444444444444444,0.75,0.0,0.18999956747717073,0.24015813883741366,0.13292351783431294,0.05622756769043295,0.6193087918393303,Medium Risk
Nữ,2006 - 2008,Freelancer / tự kinh doanh,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",0,2,3,2,0,2,0,4,0,0,2,2,4,7,5,4,5,3,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.75,0.5555555555555556,0.33333333333333337,0.33333333333333337,0.0,0.3333333333333335,0.875,0.5,0.295126312060998,0.09763033286652142,0.08207078953593118,0.010295974771622104,0.48512340923507263,Low Risk
Nam,2009 - 2012,Freelancer / tự kinh doanh,Hoàn toàn online / remote,Cân bằng cả học lẫn giải trí,3,2,4,2,0,2,2,8,2,0,0,3,1,3,8,3,2,2,0.75,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6296296296296297,1.0,0.0,0.75,0.7777777777777778,0.375,0.25,0.2135872291201378,0.20750089933542518,0.1226911801929973,0.08777334312619012,0.6315526517747504,Medium Risk
Nữ,1997 - 1999,Vừa học vừa đi làm / thực tập,Hoàn toàn online / remote,"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",4,3,3,2,0,3,0,1,3,0,3,2,4,10,3,3,3,5,1.0,0.5,0.5,0.6666666666666666,0.75,1.0,0.0,0.33333333333333337,0.0,0.0,0.5,1.0,0.23133771296960023,0.24626235309861316,0.09883028433115933,0.0,0.5764303503993727,Low Risk
Nam,1997 - 1999,Học sinh THPT,Hoàn toàn online / remote,"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,0,0,2,3,0,2,4,2,0,2,3,0,10,10,2,2,3,0.75,0.3333333333333333,0.5,0.6666666666666666,0.0,0.7777777777777778,0.33333333333333337,0.0,1.0,0.0,0.25,0.5,0.06813877045805,0.20784350572772609,0.0909385982443284,0.0849992026565403,0.4519200770866448,Low Risk
Nữ,2006 - 2008,Freelancer / tự kinh doanh,Hoàn toàn online / remote,"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",4,1,4,3,1,2,1,3,2,3,3,0,1,10,2,1,1,5,1.0,0.3333333333333333,0.5,1.0,1.0,0.48148148148148145,0.0,1.0,0.75,0.0,0.0,1.0,0.15748254134787548,0.2731910105645433,0.07456750976045237,0.06374940199240522,0.5689904636652764,Low Risk
Nam,2003 - 2005,Học sinh THPT,Hoàn toàn online / remote,"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,1,4,3,0,3,2,9,2,1,1,3,1,7,2,1,4,3,0.75,0.5,0.5,1.0,1.0,0.48148148148148157,0.6666666666666667,0.0,0.75,0.3333333333333335,0.375,0.5,0.22127114043927326,0.24554411448117108,0.08723341775692531,0.07404537676402732,0.628094049441397,Medium Risk
Nữ,2009 - 2012,Vừa học vừa đi làm / thực tập,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,3,3,0,1,0,3,2,3,3,3,0,0,3,5,2,4,4,4,0.75,0.8333333333333333,0.5,0.3333333333333333,0.0,0.5925925925925926,1.0,1.0,0.25,0.5555555555555556,0.75,0.75,0.18136457741674364,0.19168679954931073,0.15156858987606203,0.038409758616838575,0.563029725458955,Low Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn online / remote,Cân bằng cả học lẫn giải trí,3,1,3,2,3,1,0,5,3,0,3,0,2,7,8,5,2,3,0.75,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.8518518518518517,0.0,1.0,0.5,0.3333333333333335,0.625,0.5,0.24235536424121892,0.21357208776378445,0.10720329553001495,0.05279557609989226,0.6159263236349106,Medium Risk
Nam,2006 - 2008,Freelancer / tự kinh doanh,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",4,1,0,2,0,3,1,2,2,2,0,0,1,3,3,2,2,2,1.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.6296296296296297,1.0,1.0,0.75,0.7777777777777778,0.25,0.25,0.060454859138914546,0.24087637745485574,0.15483216845301828,0.08777334312619012,0.5439367481729787,Low Risk
Nam,1997 - 1999,Sinh viên đại học / cao đẳng (năm 3-4+),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,0,2,0,2,0,2,1,9,3,1,0,2,0,6,8,1,4,1,0.0,0.5,0.3333333333333333,0.6666666666666666,0.0,0.5925925925925927,1.0,0.33333333333333337,1.0,0.4444444444444444,0.375,0.0,0.07915642172966865,0.10301630851027882,0.1301412643693814,0.0987271690187031,0.41104116362803195,Low Risk
Nam,2003 - 2005,Freelancer / tự kinh doanh,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,2,3,1,3,2,2,3,0,3,3,2,0,1,2,2,5,4,0.25,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.75,0.25925925925925924,0.0,0.33333333333333337,1.0,1.0,0.625,0.75,0.2500392755603544,0.14246419581092554,0.033558712792034144,0.1158871269714066,0.5419493111347207,Low Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,2,0,1,2,0,2,2,3,0,3,2,4,5,9,2,1,1,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.9629629629629629,0.0,0.33333333333333337,0.0,0.5555555555555556,0.125,0.0,0.02638547390988955,0.1751862662257376,0.09556670575420306,0.0171599579527035,0.31429840384253366,Low Risk
Nữ,1997 - 1999,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",2,0,2,1,3,1,2,3,3,3,1,0,2,8,9,4,5,1,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.5925925925925926,0.6666666666666667,1.0,0.5,0.22222222222222232,0.875,0.0,0.24807176540489367,0.15361055857072464,0.12916514174781507,0.049363584509351556,0.580211050232785,Low Risk
Nam,2009 - 2012,Học sinh THPT,Hoàn toàn online / remote,"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",1,2,2,1,3,1,3,7,1,3,0,3,0,9,10,2,1,5,0.25,0.8333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.22222222222222224,1.0,0.0,1.0,0.11111111111111116,0.125,1.0,0.12049456722209818,0.1367356137748672,0.08679181584647845,0.088431194247081,0.4324531910905248,Low Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,2,2,3,3,2,1,3,1,3,3,1,2,3,4,4,4,5,2,0.5,0.8333333333333333,0.5,1.0,0.75,0.6666666666666666,0.6666666666666667,0.33333333333333337,0.25,0.6666666666666667,0.875,0.25,0.2874424007418625,0.22328319404155622,0.11426497339504693,0.04184175020737928,0.6668323183858449,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để học (LMS, tài liệu, nghiên cứu)",2,3,4,1,0,0,2,6,2,2,1,0,4,5,4,3,5,1,0.5,0.8333333333333333,0.0,0.3333333333333333,1.0,0.48148148148148157,0.6666666666666667,1.0,0.0,0.5555555555555556,0.75,0.0,0.285059739530671,0.12531025478273386,0.11937440601694631,0.0171599579527035,0.5469043582830546,Low Risk
Nam,2000 - 2002,Freelancer / tự kinh doanh,Hoàn toàn online / remote,Cân bằng cả học lẫn giải trí,2,3,3,3,1,1,0,6,1,3,0,3,3,10,10,1,2,2,0.5,0.5,0.3333333333333333,1.0,0.75,0.25925925925925924,1.0,0.0,0.25,0.0,0.125,0.25,0.12912955728252526,0.2013966850742257,0.09005539442343471,0.021249800664135076,0.44183143744432074,Low Risk
Nữ,1997 - 1999,Đã đi làm toàn thời gian,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,4,3,3,1,2,1,0,1,3,1,0,2,1,7,3,2,5,4,1.0,0.5,0.5,0.3333333333333333,0.75,0.888888888888889,1.0,0.33333333333333337,0.75,0.3333333333333335,0.625,0.75,0.2500392755603544,0.2139477199889256,0.15624989298503145,0.07404537676402732,0.6942822652983388,Medium Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,3,1,3,2,3,3,7,1,1,1,3,1,7,10,1,4,3,0.75,1.0,0.8333333333333333,1.0,0.25,0.4444444444444445,0.6666666666666667,0.0,0.75,0.3333333333333335,0.375,0.5,0.12621096838577298,0.2839311567720748,0.08396983917996904,0.07404537676402732,0.5681573411018441,Low Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,2,0,3,1,2,3,2,2,1,1,1,0,8,8,5,5,3,0.75,0.8333333333333333,0.5,1.0,0.0,0.7407407407407408,0.6666666666666667,0.6666666666666667,1.0,0.22222222222222232,1.0,0.5,0.2264516139173873,0.2563160657686859,0.1315057933022998,0.09186318583762171,0.7061366588259947,High Risk
Nam,2000 - 2002,Đã đi làm toàn thời gian,Hoàn toàn online / remote,"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",2,2,4,3,3,2,3,9,2,1,2,1,4,9,8,1,4,4,0.5,0.8333333333333333,0.8333333333333333,1.0,1.0,0.48148148148148157,0.33333333333333337,0.6666666666666667,0.0,0.11111111111111116,0.375,0.75,0.2289550517584087,0.24551230940118773,0.08625729513535901,0.0034319915905407015,0.5641566478854962,Low Risk
Nam,2009 - 2012,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn online / remote,Cân bằng cả học lẫn giải trí,2,2,2,3,1,2,1,10,2,3,2,2,3,3,3,2,2,4,0.5,0.5,0.5,1.0,0.5,0.2222222222222222,0.33333333333333337,0.33333333333333337,0.25,0.7777777777777778,0.25,0.75,0.1391961298128523,0.21251124275404143,0.052698582343324855,0.04527374179791997,0.44967969670813857,Low Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 1-2),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",1,3,4,2,0,2,2,6,1,1,2,0,4,10,4,2,5,2,0.25,0.8333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.48148148148148145,0.33333333333333337,1.0,0.0,0.0,0.625,0.25,0.26635817693991687,0.14682113152492327,0.09697095788869933,0.0,0.5101502663535394,Low Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn online / remote,Cân bằng cả học lẫn giải trí,4,3,4,2,3,3,2,4,0,0,2,3,1,9,6,2,2,4,1.0,0.8333333333333333,1.0,0.6666666666666666,1.0,0.5555555555555556,0.33333333333333337,0.0,0.75,0.11111111111111116,0.25,0.75,0.20256957784851912,0.2903779774255752,0.07135712678259085,0.06718139358294592,0.6314860756396311,Medium Risk
Nữ,2003 - 2005,Freelancer / tự kinh doanh,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,4,0,0,2,2,3,1,7,0,3,0,0,3,2,8,1,3,2,1.0,0.16666666666666666,0.8333333333333333,0.6666666666666666,0.0,0.11111111111111116,1.0,1.0,0.25,0.8888888888888888,0.25,0.25,0.060454859138914546,0.2577195171707299,0.10914206837563067,0.048705733388460674,0.47602217807373576,Low Risk
Nữ,2003 - 2005,Freelancer / tự kinh doanh,Hoàn toàn online / remote,"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",1,3,3,3,3,3,2,2,0,1,2,1,2,5,2,2,5,3,0.25,0.8333333333333333,1.0,1.0,0.75,0.5185185185185185,0.33333333333333337,0.6666666666666667,0.5,0.5555555555555556,0.625,0.5,0.24235536424121892,0.22359399535387386,0.08952087371231526,0.05965955928097365,0.6151297925883816,Low Risk
Nam,1997 - 1999,Vừa học vừa đi làm / thực tập,Hoàn toàn online / remote,"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",4,0,1,2,3,0,3,8,1,2,1,3,0,6,5,3,2,3,1.0,0.5,0.5,0.6666666666666666,0.25,0.29629629629629634,0.6666666666666667,0.0,1.0,0.4444444444444444,0.375,0.5,0.12621096838577298,0.24626235309861316,0.070915524872144,0.0987271690187031,0.5421160153752334,Low Risk
Nam,1997 - 1999,Vừa học vừa đi làm / thực tập,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,4,3,0,1,1,0,2,8,1,2,0,0,1,7,1,1,2,2,1.0,0.8333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.29629629629629634,1.0,1.0,0.75,0.3333333333333335,0.125,0.25,0.034069385229025,0.2024905559168089,0.12545996126041198,0.07404537676402732,0.4360652791702732,Low Risk
Nam,2009 - 2012,Đã đi làm toàn thời gian,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để học (LMS, tài liệu, nghiên cứu)",1,0,1,2,2,3,2,7,1,1,3,2,3,2,5,2,2,5,0.25,0.3333333333333333,0.8333333333333333,0.6666666666666666,0.25,0.4444444444444445,0.0,0.33333333333333337,0.25,0.8888888888888888,0.25,1.0,0.11519331711415431,0.1640068776330983,0.04987660567681544,0.048705733388460674,0.37778253381252874,Low Risk
Nam,2009 - 2012,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",2,0,4,1,2,3,1,4,3,1,1,3,2,7,5,5,2,1,0.5,0.16666666666666666,0.8333333333333333,0.3333333333333333,1.0,0.7777777777777778,0.6666666666666667,0.0,0.5,0.3333333333333335,0.625,0.0,0.25867426562078144,0.15933914060678298,0.11334204637257538,0.05279557609989226,0.5841510287000321,Low Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để học (LMS, tài liệu, nghiên cứu)",2,1,4,3,1,0,3,8,2,0,0,3,0,5,7,4,3,3,0.5,0.6666666666666666,0.16666666666666666,1.0,1.0,0.6296296296296297,1.0,0.0,1.0,0.5555555555555556,0.625,0.5,0.27404208825905235,0.19566810303816734,0.1226911801929973,0.10215916060924381,0.6945605320994608,Medium Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn online / remote,Cân bằng cả học lẫn giải trí,3,0,3,2,0,2,1,9,2,3,1,2,4,4,4,3,1,4,0.75,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.25925925925925924,0.6666666666666667,0.33333333333333337,0.0,0.6666666666666667,0.25,0.75,0.1708828538306857,0.19134297240415296,0.07836560904852809,0.0205919495432442,0.461183384826611,Low Risk
Nữ,2009 - 2012,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",2,0,3,3,2,2,0,1,3,3,1,0,0,9,2,4,3,2,0.5,0.0,0.6666666666666666,1.0,0.75,0.6666666666666666,0.6666666666666667,1.0,1.0,0.11111111111111116,0.625,0.25,0.23467145292208347,0.20746787350258497,0.1356922989017276,0.088431194247081,0.6662628195734771,Medium Risk
Nam,2003 - 2005,Học sinh THPT,Hoàn toàn online / remote,"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",4,3,2,1,2,0,0,8,1,0,1,1,1,4,5,1,3,3,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5185185185185185,0.6666666666666667,0.6666666666666667,0.75,0.6666666666666667,0.25,0.5,0.13151221849371686,0.20283316230910986,0.11192432184056222,0.08434135153564942,0.5306110541790383,Low Risk
Nam,2006 - 2008,Vừa học vừa đi làm / thực tập,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,2,1,4,1,3,2,1,2,1,3,1,3,3,7,4,4,4,5,0.5,0.3333333333333333,0.8333333333333333,0.3333333333333333,1.0,0.4074074074074074,0.6666666666666667,0.0,0.25,0.3333333333333335,0.75,1.0,0.3157953848072128,0.16472511625054037,0.08070626060301278,0.03154577543575718,0.5927725370965232,Low Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,3,3,0,0,3,7,2,2,1,3,3,3,5,2,4,2,1.0,0.8333333333333333,0.0,1.0,0.75,0.4444444444444445,0.6666666666666667,0.0,0.25,0.7777777777777778,0.5,0.25,0.2082859790121939,0.2560052644563683,0.08396983917996904,0.04527374179791997,0.5935348244464512,Low Risk
Nữ,2003 - 2005,Học sinh THPT,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,2,4,2,2,3,2,6,0,2,2,0,1,4,6,2,5,1,0.75,0.6666666666666666,0.8333333333333333,0.6666666666666666,1.0,0.25925925925925924,0.33333333333333337,1.0,0.75,0.6666666666666667,0.625,0.0,0.25867426562078144,0.24084457237487242,0.07738948642696178,0.08434135153564942,0.6612496759582651,Medium Risk
